account_open_date,age,location,occupation,income_level,fico_score,delinquency_status,charge_off_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,earliest_credit_account,recent_trade_activity,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag
4/23/2022,68,Los Angeles,Other,8792,841,11,FALSE,2,1.741585065,FALSE,11038.99066,7532.429964,0,0,11/28/2022,9/22/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
10/2/2021,36,Houston,Banker,9506,650,0,TRUE,1,1.496506267,FALSE,67535.39597,48319.55568,0,0,10/7/2023,4/24/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/11/2023,43,New York,Doctor,75613,667,0,FALSE,1,0.833019026,FALSE,55223.45668,31363.88564,0,0,4/10/2023,1/4/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
8/31/2022,65,San Francisco,Retail Worker,11379,782,0,FALSE,1,1.312446459,FALSE,75530.64159,63272.94073,0,0,5/6/2019,12/4/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
6/10/2024,61,San Francisco,Retail Worker,10121,658,0,FALSE,1,1.205138077,FALSE,83847.76589,74366.34912,0,0,7/21/2016,11/9/2023,0,TRUE,FALSE,FALSE,FALSE,FALSE
1/4/2024,61,Miami,Banker,6954,781,0,FALSE,1,1.264907424,FALSE,19075.30008,14088.36318,0,0,8/3/2018,1/28/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
3/1/2022,69,Dallas,Teacher,22558,647,0,TRUE,1,1.165706017,FALSE,30385.26592,20048.67195,0,0,12/27/2019,9/3/2024,3,FALSE,FALSE,FALSE,FALSE,TRUE
1/24/2022,49,Dallas,Teacher,44201,555,94,TRUE,1,2.07194053,TRUE,25235.20151,7620.131614,3,2,8/10/2015,12/3/2023,1,TRUE,TRUE,FALSE,FALSE,TRUE
7/6/2023,23,San Francisco,Artist,7913,569,0,FALSE,1,0.789613233,FALSE,57829.44253,45475.97421,1,1,3/20/2021,4/29/2024,4,FALSE,FALSE,FALSE,FALSE,TRUE
2/20/2024,72,Los Angeles,Teacher,17790,705,107,FALSE,2,2.025294306,TRUE,50469.0573,25742.59712,3,1,6/24/2017,9/28/2024,0,TRUE,TRUE,TRUE,FALSE,FALSE
11/2/2019,53,New York,Doctor,79131,439,36,FALSE,1,1.480713142,FALSE,26516.69128,16426.62536,4,2,4/15/2023,11/12/2023,3,FALSE,TRUE,TRUE,FALSE,FALSE
9/27/2022,55,Chicago,Artist,10344,775,20,FALSE,1,0.873193144,FALSE,81003.16003,53243.8005,0,0,9/9/2023,5/8/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
1/28/2021,28,Boston,Banker,7782,555,102,TRUE,2,2.778299759,TRUE,42809.34079,13507.61983,4,2,11/20/2017,2/3/2024,1,FALSE,TRUE,FALSE,FALSE,FALSE
6/4/2022,50,Chicago,Consultant,13341,748,0,FALSE,1,0.875249843,FALSE,70429.73803,51249.92908,0,0,7/28/2024,9/1/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
1/24/2023,41,Atlanta,Accountant,20157,761,0,FALSE,1,0.8583546,FALSE,13822.80795,10275.25288,0,0,5/27/2022,12/31/2023,0,FALSE,FALSE,TRUE,TRUE,FALSE
1/28/2022,40,Los Angeles,Consultant,14934,636,28,FALSE,1,2.351761955,FALSE,51524.68065,39336.36671,0,0,12/28/2017,10/15/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
12/30/2020,32,Miami,Banker,8950,819,0,FALSE,1,0.939676818,FALSE,59570.8079,56913.99356,0,0,10/15/2022,11/8/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/18/2023,44,Seattle,Teacher,43297,551,0,FALSE,1,1.234680562,FALSE,55035.7438,43978.0744,1,1,8/9/2023,1/18/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
2/19/2023,28,Houston,Teacher,22958,788,0,FALSE,1,0.830855147,FALSE,57587.71256,40135.20993,,0,5/14/2021,1/15/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
3/28/2020,74,Houston,Accountant,26131,650,0,FALSE,1,1.848183378,FALSE,62193.64985,36935.37888,0,0,9/28/2018,5/31/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
2/11/2022,68,Los Angeles,Accountant,54639,673,0,FALSE,1,1.31559885,FALSE,51564.72797,38961.83008,0,0,5/16/2017,10/26/2023,0,FALSE,,FALSE,FALSE,FALSE
7/1/2022,67,Atlanta,Doctor,14236,751,0,FALSE,1,0.959677572,FALSE,47195.41367,40301.81877,0,0,11/10/2016,11/1/2023,3,FALSE,FALSE,FALSE,FALSE,TRUE
1/7/2022,34,Houston,Banker,7012,623,0,FALSE,1,1.060717024,FALSE,70909.33029,50694.48429,0,0,10/2/2017,4/3/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
7/19/2024,68,Boston,Accountant,44667,734,0,FALSE,1,1.108195865,FALSE,22977.68954,17175.50444,0,0,1/26/2019,7/11/2024,0,FALSE,FALSE,FALSE,TRUE,TRUE
1/23/2022,70,Houston,Teacher,46945,458,0,FALSE,1,0.992709888,FALSE,14703.19318,14182.12466,3,2,12/11/2016,4/10/2024,4,FALSE,FALSE,FALSE,FALSE,FALSE
5/26/2021,31,San Francisco,Software Developer,65239,787,0,FALSE,1,0.981700016,FALSE,68744.84173,54726.18626,0,0,1/30/2020,12/9/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
2/10/2020,44,Seattle,Banker,8057,733,0,FALSE,1,1.073001579,FALSE,35696.77846,28409.04453,0,0,1/15/2016,9/28/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
2/21/2021,35,Seattle,Accountant,44573,576,0,FALSE,1,1.456787259,FALSE,35988.82353,23190.35599,2,1,11/2/2023,10/21/2024,1,FALSE,FALSE,TRUE,FALSE,FALSE
10/7/2022,45,New York,Consultant,8272,574,4,FALSE,1,1.155947965,FALSE,83634.43842,66465.4863,1,0,2/4/2023,2/18/2024,3,FALSE,FALSE,TRUE,FALSE,TRUE
1/11/2022,68,Seattle,Teacher,20939,703,0,FALSE,1,1.43567478,FALSE,65251.00688,36403.32467,0,0,9/5/2022,7/14/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
1/12/2021,64,Los Angeles,Banker,8567,783,0,FALSE,1,0.750884253,FALSE,77606.7784,55476.64475,0,0,1/2/2024,1/19/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
11/9/2020,64,Boston,Other,4599,730,0,FALSE,1,1.396391758,FALSE,52858.76925,50298.6992,0,0,1/11/2023,7/30/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
12/5/2021,21,Boston,Lawyer,56485,800,0,FALSE,1,1.398739368,TRUE,61996.26754,50056.41954,0,0,12/23/2016,4/3/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
1/12/2021,24,Seattle,Artist,13712,798,2,FALSE,1,0.889630015,FALSE,52304.83857,36404.92734,0,0,5/28/2016,10/27/2023,0,FALSE,FALSE,FALSE,TRUE,FALSE
1/7/2023,62,Dallas,Other,4603,728,0,FALSE,1,0.781051437,FALSE,22368.4114,19478.68967,0,0,1/22/2020,9/24/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
5/21/2020,52,Chicago,Accountant,41330,537,0,FALSE,1,1.357654892,FALSE,57998.51801,35043.47501,1,0,5/23/2020,2/9/2024,4,FALSE,FALSE,FALSE,FALSE,TRUE
1/21/2024,65,Boston,Banker,9948,568,0,FALSE,1,1.608082842,FALSE,66531.4644,62175.34221,1,1,3/22/2016,3/29/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
12/19/2020,26,New York,Teacher,27727,675,0,FALSE,1,2.418216515,FALSE,77553.9365,58584.40216,0,0,10/1/2018,1/27/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/10/2023,25,Dallas,Banker,7045,686,0,FALSE,1,1.022082899,FALSE,84544.6417,70759.98063,0,0,2/27/2016,2/29/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/29/2022,69,Houston,Teacher,20949,581,107,TRUE,7,1.956148058,TRUE,44628.72062,19719.79882,3,2,12/9/2021,7/7/2024,1,TRUE,FALSE,TRUE,FALSE,FALSE
2/9/2021,62,Dallas,Other,5777,790,0,FALSE,1,2.536890005,TRUE,88730.55986,54101.28209,0,0,12/1/2015,3/25/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
6/24/2023,34,Atlanta,Consultant,14443,696,0,TRUE,1,1.137905648,FALSE,57758.38481,56064.75509,0,0,7/8/2023,2/26/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
10/1/2024,34,Seattle,Consultant,16266,614,0,FALSE,1,1.044094625,FALSE,54551.65539,36727.11564,,0,7/13/2018,9/26/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
5/15/2020,66,Boston,Consultant,13553,558,0,FALSE,1,1.481458568,FALSE,91424.69313,69984.82916,2,1,7/13/2017,1/3/2024,4,FALSE,FALSE,TRUE,TRUE,TRUE
11/4/2019,50,Dallas,Banker,4217,581,32,FALSE,1,0.855575095,FALSE,59496.60967,43136.19175,2,1,4/12/2020,11/9/2023,2,FALSE,FALSE,FALSE,FALSE,FALSE
8/10/2024,49,Chicago,Accountant,32017,442,3,FALSE,1,0.8970214,FALSE,71908.49436,52299.69371,3,2,6/17/2018,9/22/2024,4,FALSE,TRUE,FALSE,FALSE,FALSE
4/24/2022,25,Seattle,Other,2532,358,92,TRUE,4,1.91015155,TRUE,8840.907806,3971.633508,4,1,4/15/2019,10/11/2024,3,FALSE,TRUE,TRUE,FALSE,FALSE
9/9/2024,36,Chicago,Other,2802,664,0,TRUE,1,0.71113397,FALSE,39211.34589,24885.53667,0,0,3/18/2018,8/2/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
3/23/2021,55,Chicago,Artist,12954,536,97,TRUE,1,1.495581961,TRUE,28250.99719,13078.16518,4,2,6/4/2016,12/20/2023,1,TRUE,TRUE,FALSE,FALSE,FALSE
6/29/2022,20,Los Angeles,Other,2342,681,0,TRUE,1,0.893419586,FALSE,29632.56785,28846.16265,0,0,7/23/2023,4/5/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/25/2020,22,Atlanta,Banker,6243,649,44,FALSE,1,1.472132012,FALSE,27046.0841,16445.87111,1,0,3/16/2016,1/11/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
11/19/2022,30,Seattle,Banker,9942,496,117,TRUE,4,2.742489372,TRUE,16545.07655,3446.163608,4,2,5/2/2021,6/11/2024,4,TRUE,TRUE,TRUE,FALSE,FALSE
8/29/2021,64,San Francisco,Artist,7720,737,0,FALSE,1,1.41388354,FALSE,81071.01,55951.86098,0,0,11/29/2021,9/19/2024,4,FALSE,FALSE,FALSE,FALSE,TRUE
10/13/2021,63,San Francisco,Doctor,46912,627,0,FALSE,1,2.08175709,FALSE,18937.47815,14233.31493,0,0,7/21/2020,12/30/2023,0,TRUE,FALSE,FALSE,FALSE,FALSE
3/28/2022,48,Dallas,Engineer,41435,815,0,FALSE,1,0.937794961,FALSE,57132.5535,49226.21738,,0,2/5/2023,8/30/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
7/6/2021,72,Atlanta,Software Developer,77820,773,0,FALSE,1,1.02999398,FALSE,69487.58886,57684.91215,0,0,10/5/2020,4/14/2024,0,FALSE,,FALSE,FALSE,FALSE
7/21/2022,33,Atlanta,Banker,9733,781,20,TRUE,1,1.643552298,FALSE,77604.44142,46762.41608,0,0,7/28/2019,9/11/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
5/14/2022,67,Seattle,Accountant,29252,571,0,FALSE,1,1.368301142,FALSE,19875.3457,16227.43704,1,0,6/5/2017,10/13/2024,2,FALSE,FALSE,TRUE,FALSE,FALSE
10/31/2019,49,Houston,Accountant,56948,745,43,FALSE,1,1.602628011,FALSE,75063.28437,37950.12583,1,0,5/14/2015,8/27/2024,0,TRUE,TRUE,FALSE,FALSE,FALSE
4/6/2020,39,Miami,Other,5911,736,0,FALSE,1,1.544306542,FALSE,34836.93345,25160.71882,0,0,9/6/2015,7/28/2024,0,FALSE,,FALSE,FALSE,FALSE
7/13/2021,46,Atlanta,Engineer,23271,524,0,FALSE,1,0.766636656,TRUE,82205.49293,81108.60171,2,0,7/13/2020,3/2/2024,2,TRUE,FALSE,TRUE,FALSE,FALSE
5/5/2023,39,San Francisco,Artist,12314,566,0,FALSE,1,1.221691627,FALSE,72262.13733,50412.50757,,0,4/10/2016,9/17/2024,3,FALSE,,TRUE,FALSE,TRUE
6/15/2023,60,Dallas,Teacher,54061,608,0,FALSE,1,2.361440813,FALSE,15962.76129,14973.49186,,0,1/30/2019,11/4/2023,0,FALSE,,TRUE,FALSE,FALSE
6/7/2023,20,Boston,Teacher,55403,814,0,FALSE,1,1.278004356,TRUE,83886.79411,48852.08684,,0,4/17/2022,7/13/2024,0,TRUE,TRUE,FALSE,FALSE,FALSE
1/6/2024,71,Chicago,Consultant,16255,769,0,FALSE,1,1.809122073,FALSE,92710.04274,81998.47263,0,0,6/18/2021,7/18/2024,4,FALSE,FALSE,FALSE,FALSE,TRUE
8/25/2024,27,Chicago,Banker,2594,577,0,FALSE,1,1.056348274,FALSE,70011.76711,53118.49434,2,0,3/17/2020,11/28/2023,2,FALSE,FALSE,FALSE,FALSE,FALSE
3/24/2022,59,New York,Consultant,14520,492,0,TRUE,1,1.990424613,FALSE,67144.38785,44876.10376,4,1,8/16/2020,10/22/2024,3,TRUE,,TRUE,FALSE,FALSE
8/25/2023,38,Seattle,Teacher,45894,754,0,FALSE,1,1.672442065,FALSE,58234.6395,49849.40302,0,0,3/24/2018,3/4/2024,4,FALSE,FALSE,FALSE,FALSE,TRUE
7/13/2020,33,Dallas,Banker,4068,824,0,FALSE,1,1.173599578,FALSE,75010.1897,53572.20167,0,0,2/17/2019,3/16/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
2/6/2021,29,Miami,Lawyer,64900,578,0,FALSE,1,1.367714635,FALSE,83351.43654,66633.58274,,1,2/25/2018,5/25/2024,1,TRUE,FALSE,FALSE,FALSE,FALSE
10/23/2020,19,Dallas,Software Developer,52238,555,0,TRUE,1,1.414401008,FALSE,95834.87408,62451.4781,,1,9/15/2024,5/22/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
4/15/2020,58,San Francisco,Engineer,45783,775,0,FALSE,1,1.489090742,TRUE,96299.24686,72978.04702,0,0,5/21/2021,12/26/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/2/2024,41,Dallas,Teacher,15838,499,0,FALSE,1,1.002341495,FALSE,71496.17197,52023.27421,,2,10/6/2017,10/24/2024,4,TRUE,FALSE,FALSE,FALSE,TRUE
8/30/2024,52,Houston,Engineer,15394,380,101,TRUE,6,2.891270972,TRUE,17099.52833,5750.743494,4,2,8/29/2016,12/2/2023,3,TRUE,TRUE,FALSE,FALSE,FALSE
6/15/2020,73,Houston,Teacher,15233,812,9,FALSE,1,1.591004898,FALSE,93581.5521,65967.59066,0,0,11/7/2022,12/19/2023,0,TRUE,FALSE,FALSE,FALSE,FALSE
5/27/2024,47,Houston,Other,9865,412,90,TRUE,4,2.972296271,TRUE,30630.48893,6924.402353,3,2,2/13/2015,7/28/2024,4,FALSE,TRUE,TRUE,FALSE,TRUE
5/5/2023,74,Seattle,Accountant,12278,913,0,FALSE,1,0.934336036,FALSE,65174.62621,61718.80268,2,0,4/27/2017,9/22/2024,2,FALSE,FALSE,FALSE,FALSE,FALSE
3/23/2023,47,Miami,Teacher,20150,601,0,FALSE,1,1.296674434,FALSE,21260.64681,13269.52118,0,0,1/5/2017,4/23/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/27/2023,64,San Francisco,Doctor,67227,787,14,FALSE,1,1.07763773,FALSE,74354.49309,50487.87313,0,0,2/7/2020,9/3/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
10/9/2020,52,Chicago,Banker,2490,384,94,TRUE,1,1.839264404,TRUE,16410.09421,6317.857466,,2,7/17/2023,9/21/2024,3,TRUE,TRUE,TRUE,FALSE,FALSE
8/7/2022,36,Chicago,Teacher,32132,546,0,FALSE,1,1.437774007,FALSE,45274.01249,,1,1,1/28/2021,10/3/2024,1,TRUE,FALSE,TRUE,FALSE,FALSE
5/24/2021,67,Dallas,Other,4857,769,0,FALSE,1,0.719630921,FALSE,51633.77358,35062.05917,0,0,6/2/2019,1/30/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
12/22/2019,25,Dallas,Banker,7973,545,36,TRUE,2,0.698839423,TRUE,55196.94425,35359.61984,2,0,10/1/2021,12/28/2023,1,FALSE,,TRUE,FALSE,FALSE
10/14/2023,43,San Francisco,Software Developer,75378,711,0,FALSE,1,0.836897204,TRUE,26586.54925,20688.47105,,0,8/27/2022,12/15/2023,0,FALSE,FALSE,TRUE,FALSE,FALSE
9/13/2022,66,Los Angeles,Artist,24158,724,0,FALSE,1,1.334869052,TRUE,45628.63078,35116.0552,0,0,4/23/2017,11/17/2023,0,FALSE,FALSE,TRUE,FALSE,FALSE
5/29/2020,57,San Francisco,Engineer,77462,436,95,TRUE,4,2.295949974,TRUE,12365.34261,2678.263218,,2,1/30/2018,10/3/2024,3,TRUE,TRUE,FALSE,FALSE,FALSE
7/11/2024,24,Dallas,Consultant,6552,785,0,FALSE,1,0.989918596,FALSE,85183.70445,61954.4518,0,0,7/14/2017,10/5/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
2/15/2022,47,New York,Accountant,20681,659,0,FALSE,1,1.304771715,FALSE,84445.66715,76792.82381,0,0,6/11/2018,11/14/2023,0,FALSE,FALSE,FALSE,FALSE,TRUE
10/8/2021,24,Seattle,Lawyer,59299,606,0,TRUE,1,1.473232543,FALSE,92077.6353,70347.35305,0,0,2/4/2018,10/18/2024,3,FALSE,,FALSE,FALSE,TRUE
6/20/2020,20,Seattle,Doctor,60479,517,0,FALSE,1,1.179290938,FALSE,16425.80109,14277.68736,2,0,9/2/2016,9/25/2024,1,FALSE,FALSE,FALSE,FALSE,FALSE
12/31/2019,18,Atlanta,Banker,3935,442,106,TRUE,4,2.824001505,TRUE,28063.72547,8452.540949,3,1,3/7/2019,12/25/2023,3,TRUE,TRUE,TRUE,FALSE,FALSE
1/27/2024,53,Dallas,Accountant,32031,690,0,FALSE,1,1.744361353,FALSE,48736.48229,45854.17956,0,0,10/25/2020,1/4/2024,4,FALSE,,FALSE,FALSE,TRUE
9/19/2020,42,Miami,Retail Worker,61990,158,0,FALSE,1,1.766902339,FALSE,26198.99007,17129.27219,2,1,2/2/2019,7/11/2024,2,FALSE,,FALSE,FALSE,FALSE
9/5/2023,54,Atlanta,Banker,4019,403,0,FALSE,1,2.413114458,FALSE,51572.62484,36890.46183,4,2,2/20/2024,11/1/2023,4,FALSE,FALSE,TRUE,FALSE,FALSE
10/18/2020,18,New York,Banker,4802,731,0,FALSE,1,1.275731606,FALSE,86958.20232,84622.04617,0,0,9/15/2015,3/15/2024,3,FALSE,FALSE,TRUE,FALSE,TRUE
1/24/2021,32,Dallas,Other,5793,492,21,FALSE,1,1.016073466,FALSE,42173.01668,26946.49883,4,1,12/13/2022,10/24/2024,3,FALSE,,TRUE,FALSE,FALSE
6/22/2022,54,Los Angeles,Teacher,56097,712,0,FALSE,1,1.283207252,FALSE,62601.09401,48607.78669,0,0,3/19/2015,10/13/2024,3,FALSE,,FALSE,FALSE,TRUE
9/5/2021,30,New York,Consultant,13850,,0,FALSE,1,1.900581236,TRUE,25517.27133,23751.44136,0,0,9/30/2021,2/23/2024,3,FALSE,FALSE,FALSE,FALSE,TRUE
3/8/2021,57,Atlanta,Banker,2697,786,0,FALSE,1,0.886437414,FALSE,61323.3159,42529.17864,0,0,7/20/2023,2/13/2024,0,FALSE,,TRUE,FALSE,FALSE
9/19/2024,25,Chicago,Teacher,26249,640,0,FALSE,1,0.647061341,TRUE,90469.77201,58211.72001,0,0,3/3/2016,2/6/2024,0,FALSE,FALSE,FALSE,FALSE,TRUE
6/25/2024,22,New York,Banker,9000,,0,FALSE,1,1.799004659,FALSE,28909.53381,,0,0,2/29/2024,1/4/2024,0,TRUE,FALSE,FALSE,FALSE,FALSE
4/7/2022,26,New York,Accountant,38458,416,116,TRUE,3,2.059637428,FALSE,38304.16857,9406.671694,3,2,4/4/2017,6/9/2024,4,TRUE,TRUE,TRUE,FALSE,FALSE
9/17/2022,18,Houston,Other,2933,759,0,FALSE,1,1.259302203,FALSE,52474.83619,,0,0,10/13/2018,1/29/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/26/2023,53,Miami,Engineer,54258,479,0,FALSE,1,1.468845295,FALSE,69662.86595,66545.21822,4,2,12/10/2018,11/16/2023,4,TRUE,FALSE,FALSE,TRUE,FALSE
6/12/2024,52,Chicago,Banker,5883,682,3,FALSE,1,1.60024349,FALSE,61580.50086,,0,0,10/27/2019,4/14/2024,3,FALSE,FALSE,FALSE,FALSE,FALSE
2/25/2020,19,Miami,Accountant,28746,,110,TRUE,5,1.080641377,TRUE,5581.63612,2203.496118,,2,11/13/2018,5/4/2024,3,TRUE,TRUE,TRUE,FALSE,FALSE
5/24/2024,57,Miami,Other,3426,652,0,FALSE,1,0.879032099,FALSE,26184.10274,23523.09195,0,0,9/21/2017,2/3/2024,0,FALSE,,FALSE,FALSE,FALSE
11/8/2021,40,Chicago,Accountant,20853,410,100,TRUE,4,2.239973488,TRUE,26486.19503,5749.325301,3,2,8/16/2023,12/5/2023,3,FALSE,TRUE,TRUE,FALSE,FALSE
12/15/2022,26,New York,Other,2884,609,0,TRUE,1,0.966134188,FALSE,33564.14529,27693.31987,0,0,5/29/2019,3/29/2024,0,FALSE,FALSE,FALSE,TRUE,FALSE
6/30/2023,51,Miami,Other,4262,434,98,TRUE,3,1.243378615,FALSE,14595.62904,6212.09884,3,2,7/8/2023,10/3/2024,4,FALSE,FALSE,TRUE,FALSE,FALSE
5/14/2021,63,Houston,Retail Worker,75988,417,110,TRUE,4,0.963845127,TRUE,3726.670628,1706.423795,4,2,1/12/2016,9/5/2024,3,FALSE,TRUE,FALSE,FALSE,FALSE
2/16/2022,31,Dallas,Other,4343,639,0,FALSE,1,1.746951664,FALSE,43591.47509,31771.15707,,0,8/29/2018,11/4/2023,0,FALSE,FALSE,FALSE,FALSE,FALSE
3/5/2023,21,Miami,Other,3127,617,0,FALSE,1,1.027805624,FALSE,71821.49615,44917.22527,0,0,1/14/2022,12/14/2023,0,FALSE,FALSE,TRUE,FALSE,FALSE
12/28/2023,47,San Francisco,Lawyer,41561,,23,FALSE,1,1.561828487,FALSE,76954.81814,59364.35184,0,0,10/9/2021,3/14/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/13/2020,48,Boston,Accountant,44890,669,0,FALSE,1,1.82076398,FALSE,78250.72629,56928.70767,0,0,11/8/2014,7/14/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
9/22/2022,55,Los Angeles,Banker,8884,607,9,FALSE,1,1.807212594,FALSE,88742.74525,,0,0,10/15/2016,12/26/2023,0,FALSE,FALSE,TRUE,FALSE,FALSE
9/8/2022,28,Seattle,Software Developer,22652,571,112,TRUE,8,0.87760089,TRUE,662751.9265,9952.535327,4,1,7/31/2016,12/14/2023,1,FALSE,FALSE,TRUE,FALSE,FALSE
5/6/2024,52,Dallas,Engineer,84890,710,0,FALSE,1,2.204527157,TRUE,70113.06133,67911.69434,,0,3/4/2018,4/26/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
7/5/2022,25,Houston,Doctor,87021,743,0,FALSE,1,1.057114947,FALSE,26634.09553,18879.76876,0,0,12/19/2017,7/14/2024,0,TRUE,FALSE,TRUE,FALSE,TRUE
11/5/2023,20,Dallas,Retail Worker,12083,815,0,FALSE,1,1.293830678,FALSE,91212.45007,51705.60169,0,0,2/9/2019,6/7/2024,0,FALSE,FALSE,TRUE,FALSE,FALSE
6/17/2024,31,Atlanta,Consultant,20073,798,0,FALSE,1,1.611176567,TRUE,36230.37155,33524.2822,,0,1/11/2015,7/28/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
11/28/2023,30,Houston,Teacher,23532,753,0,FALSE,1,1.244355519,FALSE,81670.00855,75308.95279,,0,11/9/2022,1/1/2024,4,FALSE,FALSE,FALSE,FALSE,TRUE
7/23/2022,62,Dallas,Other,4447,726,0,FALSE,1,0.897331755,FALSE,57241.20496,41322.91313,0,0,3/12/2016,4/16/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
9/8/2021,49,Miami,Consultant,16150,728,0,FALSE,1,1.70620238,TRUE,51309.87459,29737.94995,0,0,7/3/2020,2/5/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
7/20/2024,51,New York,Teacher,45110,527,96,TRUE,4,1.832095661,FALSE,34431.71628,14085.49284,4,2,11/26/2018,10/7/2024,2,TRUE,TRUE,FALSE,FALSE,FALSE
12/14/2023,62,Atlanta,Banker,3270,475,0,FALSE,1,0.854904448,FALSE,11219.36391,7283.904986,4,2,9/11/2023,2/10/2024,4,FALSE,FALSE,TRUE,FALSE,TRUE
6/7/2022,36,Atlanta,Banker,7684,635,0,FALSE,1,0.97730772,TRUE,15149.60392,10957.19608,0,0,10/18/2017,5/5/2024,4,FALSE,,FALSE,TRUE,FALSE
10/19/2023,55,Atlanta,Other,4555,659,0,TRUE,1,1.264516897,FALSE,19116.04439,16547.21936,0,0,7/21/2021,4/21/2024,4,FALSE,FALSE,FALSE,FALSE,TRUE
2/27/2024,33,San Francisco,Software Developer,85852,652,0,FALSE,1,1.588981948,FALSE,86240.18642,62526.27714,0,0,2/20/2024,11/26/2023,0,FALSE,FALSE,TRUE,FALSE,FALSE
4/29/2021,19,Seattle,Software Developer,65438,522,0,FALSE,1,9.927905713,FALSE,48511.1501,29531.10762,2,0,9/27/2023,12/6/2023,2,FALSE,FALSE,FALSE,FALSE,FALSE
4/28/2024,57,New York,Other,2361,764,0,FALSE,1,0.984965147,FALSE,15759.83304,13893.27301,,0,4/21/2021,2/18/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/16/2022,34,Dallas,Other,7008,545,0,FALSE,1,1.210791985,FALSE,46572.38067,36433.59381,2,0,8/29/2022,3/4/2024,1,TRUE,,FALSE,FALSE,FALSE
10/23/2020,72,Miami,Consultant,16779,455,98,TRUE,8,2.290681811,TRUE,42391.91523,10691.23331,4,2,12/23/2014,8/22/2024,3,FALSE,TRUE,TRUE,FALSE,TRUE
9/10/2021,51,Houston,Consultant,16371,807,11,FALSE,1,1.610863244,TRUE,17850.36192,12841.79257,0,0,1/15/2022,9/24/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
12/10/2019,59,Seattle,Teacher,26462,640,0,FALSE,1,1.197134951,FALSE,86650.01235,77516.72523,0,0,10/11/2016,2/21/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
8/25/2023,33,Los Angeles,Banker,3148,753,0,TRUE,1,1.220961152,FALSE,62107.39817,37215.24985,0,0,10/22/2019,12/20/2023,0,FALSE,FALSE,FALSE,FALSE,TRUE
12/10/2020,55,Houston,Software Developer,73256,501,35,FALSE,3,1.473107062,FALSE,49490.8443,29606.95184,2,0,5/6/2017,7/10/2024,1,FALSE,FALSE,TRUE,FALSE,FALSE
4/22/2020,19,San Francisco,Doctor,46454,653,0,FALSE,1,1.005719685,FALSE,44446.73469,28641.77788,0,0,4/27/2019,8/12/2024,0,FALSE,FALSE,FALSE,FALSE,FALSE
