age,income_level,fico_score,delinquency_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag,account_age_days,credit_history_length,location_encoded,occupation_encoded,charge_off_status
33,22922,785.0,0,1,1.309659818,0,35137.86239,32044.61941,0,0,0,0,0,0,1,0,145,669,4,10,0
43,10039,785.0,0,1,1.182624865,0,24609.53898,24872.71868,0,0,0,0,0,1,0,0,667,-246,4,1,0
47,31616,552.0,0,1,0.780380248,0,13559.87639,10557.80439,1,1,1,0,0,0,0,0,980,2356,0,0,0
49,37290,396.0,94,2,2.161607794,1,12664.51953,4419.618705,3,1,4,0,1,0,0,0,1229,2909,4,10,1
73,7185,485.0,0,1,1.835432409,1,19574.35859,15938.75089,4,1,4,0,0,0,0,0,975,2836,6,2,0
71,16616,459.0,101,5,2.527670353,1,25128.80225,6112.105004,3,2,3,1,0,0,0,1,1701,1044,4,0,1
71,30245,765.0,0,1,1.570939564,1,19790.74103,15285.16942,0,0,4,1,0,1,0,0,1351,2199,6,10,0
67,19935,630.0,0,1,1.172152329,0,44270.48755,30960.25586,0,0,0,0,0,0,0,0,285,109,8,10,0
52,21634,850.0,0,1,2.143583864,0,89369.15667,70779.92848,0,0,0,0,0,1,0,0,937,3039,5,10,1
40,14310,353.0,40,3,0.751491565,1,16367.84899,13884.99275,3,1,3,0,1,1,0,0,546,1678,9,3,0
24,55434,725.0,0,1,0.784645999,0,86596.82595,64542.25612,0,0,0,0,0,0,0,0,1211,2059,9,10,0
39,5194,416.0,0,1,2.267006078,0,51433.1985,31641.5414,4,1,4,0,0,1,0,1,1176,2700,4,2,0
31,9047,759.0,29,1,1.454896314,0,26490.13891,19069.82854,0,0,0,1,0,0,0,0,887,2095,3,8,0
23,22931,460.0,92,4,1.384914283,1,21636.60045,6662.258979,4,2,3,1,0,0,0,0,252,1682,9,0,1
47,7352,807.0,0,1,0.822757202,0,94573.72539,54822.8491,0,0,0,0,0,0,1,0,391,3035,1,2,0
66,58863,708.0,0,1,1.230447847,0,16859.20118,14435.72793,0,0,0,0,0,0,0,0,1492,-61,2,10,0
41,21253,585.0,0,1,0.761371686,0,25514.5769,22016.38842,2,0,2,0,0,1,1,0,1257,-167,8,0,0
65,3403,633.0,0,1,1.883026293,0,67093.31147,33529.561089999996,0,0,0,0,0,1,0,0,322,2854,4,2,0
31,7928,633.0,0,1,1.144394828,0,87437.15915,51699.84185,0,0,0,0,0,0,0,0,890,334,5,7,0
59,47101,730.0,0,1,1.036306603,0,27118.56345,18350.17365,0,0,0,0,0,1,1,0,1693,1126,4,10,0
65,15821,668.0,0,1,1.662023798,0,10078.51401,7941.161087,0,0,0,0,0,1,0,0,683,1502,7,3,0
30,2931,591.0,117,5,1.501174231,0,26335.44827,7419.720155,4,2,2,1,1,1,0,0,1240,598,3,7,1
36,2069,595.0,0,1,1.400539901,0,70678.48732,58260.91117,1,1,2,1,0,0,0,1,1855,2403,6,7,0
21,3009,774.0,0,1,1.710656325,0,29237.34829,18793.32045,0,0,0,0,0,0,0,0,889,2541,6,2,0
43,19472,705.0,0,1,0.862344114,0,63045.23261,63338.25531,0,0,0,0,0,1,0,0,649,3389,1,10,0
20,58322,780.0,0,1,1.976579794,1,60841.41196,41172.76157,0,0,0,0,0,0,0,0,1099,455,9,10,1
73,4761,483.0,0,1,1.265005034,0,26608.81656,19501.7174669,3,1,4,1,1,1,1,0,1362,745,1,2,0
47,3718,646.1,0,2,1.100353689,0,23641.15177,17380.26421,1,1,1,0,0,0,0,0,1496,1520,2,2,0
23,14222,650.0,0,1,1.188344853,0,89430.00631,68317.71731,0,0,0,1,0,0,1,0,801,743,6,6,0
44,31068,785.0,0,1,1.75759176,0,27182.98974,25889.1498,0,0,0,0,0,0,0,0,1245,477,9,10,0
71,56857,716.0,0,1,1.406364891,0,97597.32108,78215.5223,0,0,0,0,0,0,0,0,753,1736,5,9,0
65,6919,556.0,30,3,1.095748869,0,67436.97474,59510.62338,1,0,1,0,0,1,0,1,202,129,1,2,1
43,4880,695.0,0,1,1.301323721,0,57772.84771,36934.68493,0,0,0,0,0,1,0,0,1217,1186,8,2,0
32,25192,660.0,2,1,1.268180902,0,90281.8589,63476.97909,0,0,0,0,0,1,0,0,1525,1384,9,10,0
51,68513,635.0,0,1,1.30808278,0,35323.49147,25036.46441,0,0,0,0,0,1,0,0,1678,1459,3,4,0
52,14898,605.0,0,1,0.774550777,0,82732.0119,63273.11254,0,0,0,0,0,0,0,0,304,276,4,1,0
61,3375,743.0,0,1,0.816903102,0,72382.42795,45221.98383,0,0,0,0,0,0,0,0,593,1752,8,2,0
72,9587,547.0,0,1,1.529356223,0,45045.17039,27229.86657,1,0,1,0,0,1,0,1,1777,1393,3,7,0
73,18927,475.0,116,3,2.291547458,1,25045.39517,12168.850169099998,4,2,3,1,1,1,1,0,1658,3264,9,1,0
20,28803,361.0,92,3,1.930337327,0,37322.79508,8514.237748,3,2,4,0,1,1,0,0,543,125,8,0,1
41,30441,692.0,102,5,1.182404332,0,33252.07967,41456.78545529999,4,1,4,0,0,1,0,1,963,2376,2,4,1
27,8746,659.0,0,1,0.770302588,0,80602.36516,64301.30602,0,0,0,0,0,0,0,0,728,1180,2,7,0
42,16632,477.0,16,1,0.957890154,0,16726.11939,10179.47086,4,1,3,0,0,0,1,1,460,2320,6,3,0
34,8371,416.0,93,4,2.308261877,0,11600.61714,4884.655822,3,1,3,0,1,1,0,0,237,3237,0,7,1
37,14797,776.0,0,1,1.315066465,0,100439.2175,81577.55553,0,0,0,0,0,1,0,0,1075,1152,9,3,0
20,7642,493.0,0,1,1.368516561,0,89020.30888,63181.12303,3,2,3,0,1,0,0,0,1603,867,7,2,0
25,90989,709.0,0,1,1.184356997,0,64321.25205,41799.957593,0,0,0,0,0,0,0,0,824,849,9,4,0
40,13368,471.0,0,1,1.526775089,0,45548.08791,38897.25013,2,1,3,1,1,0,0,0,1224,3128,0,3,0
54,49433,518.0,6,1,0.960467018,0,74462.90809,63853.76332,1,0,2,0,0,0,0,0,927,1202,5,5,0
61,58520,637.0,0,1,1.297181221,0,12195.50973,10680.45069,0,0,0,0,0,0,0,0,43,1668,9,9,0
63,21689,735.3,0,1,1.353843391,0,69616.06692,45853.77656,0,0,0,0,0,0,0,0,1829,2189,1,10,0
31,46431,664.0,0,1,1.012492409,0,77322.0095,65595.02058,0,0,0,0,0,0,0,0,1684,3392,6,9,0
69,7496,489.0,0,1,2.072768361,0,67515.83824,54123.56529,4,1,3,1,1,1,0,0,1094,2896,9,7,0
21,18554,600.0,0,1,1.068384096,0,58849.87786,47975.02779,0,0,0,0,0,1,0,0,1035,1327,6,0,0
36,10497,765.0,0,1,1.591226252,0,28808.12775,22020.8681,0,0,0,0,0,0,0,0,1216,1431,5,1,0
59,15121,758.0,0,1,1.077036415,0,61072.58427,51928.7762,0,0,0,0,0,1,0,0,1427,1626,4,3,0
28,46797,815.0,0,1,1.18480115,0,93210.22232,61413.35403,0,0,0,1,0,1,0,0,1482,228,5,9,0
59,39574,652.0,0,1,1.197058353,1,17734.03007,12420.73945,0,0,0,0,0,0,0,0,605,2337,7,10,0
54,4902,710.0,0,1,1.265994872,0,27404.1462,20129.5399,0,0,0,0,0,0,0,0,1593,417,1,2,0
45,16277,574.0,0,1,0.802228387,0,28205.18433,27794.91861,2,1,1,1,0,0,0,0,845,1867,9,10,0
71,62765,670.0,0,1,0.921974819,0,55670.81964,44382.10454,0,0,0,1,0,0,0,0,913,3067,7,4,0
36,90672,771.0,0,1,1.300596876,0,37771.85402,29124.50856,0,0,0,1,0,1,1,0,1635,982,8,5,1
34,54067,569.0,107,1,0.876803082,1,3292.802764,1385.420219,3,1,4,0,1,0,0,1,1477,2126,5,0,1
40,44129,675.0,0,1,0.752857488,0,72885.46648,43071.91426599999,0,0,0,0,0,0,0,0,175,3493,1,4,0
25,2159,616.0,1,1,0.968144002,0,36429.31825,25490.43655,0,0,0,0,0,1,1,0,715,1203,2,7,0
18,50746,752.0,0,1,0.772923868,0,62116.07512,53424.52394,0,0,0,0,0,0,0,1,886,2098,7,0,1
46,6447,355.0,97,5,2.404987051,1,44015.71735,31513.3597985,3,2,3,1,0,1,0,0,336,398,4,7,0
54,25353,690.5,0,1,1.026039307,0,52419.1985,37807.03043,0,0,0,0,0,0,0,0,1525,1403,2,0,0
47,39539,699.0,24,1,1.276230863,0,81114.61849,54990.2154,0,0,0,0,0,0,0,0,1831,318,3,9,0
50,13157,459.0,99,4,1.354845912,1,11970.82247,4157.718279,3,1,3,1,1,0,0,0,758,3021,9,3,1
22,14749,324.0,97,2,2.721857782125,1,24101.38247,9514.825965,4,1,4,0,0,0,0,1,1080,1575,5,1,1
67,35735,618.0,0,1,1.948155519,0,83801.76759,79867.30423,0,0,0,0,0,1,0,1,1497,2141,0,4,0
21,4179,561.0,113,3,1.496714213,1,7301.9744,1973.982329,3,2,1,1,1,1,0,0,686,938,0,2,1
21,40418,718.0,0,1,1.29448353,0,86559.77486,70687.49189,0,0,0,0,0,0,0,0,1604,901,2,10,0
53,43160,717.0,0,1,1.347562223,0,71483.29911,48577.05212,0,0,0,0,0,0,0,0,456,1961,2,9,0
61,39630,659.0,0,1,1.824019729,0,100594.3068,61098.869,0,0,0,0,0,0,1,0,555,2839,1,10,0
40,8881,415.0,77,1,1.501088254,0,8127.913378,7015.187803,3,1,4,0,0,1,0,0,95,1807,3,4,0
39,4260,718.0,16,1,1.411010454,0,47255.60825,33913.13305,0,0,0,1,0,0,0,0,911,16,2,2,0
21,3896,719.0,10,1,1.977111344,0,105120.7419,53539.91909,0,0,0,0,0,0,0,0,796,1552,8,2,0
38,14844,389.0,98,10,2.721857782125,1,14132.77012,3311.420131,4,1,4,0,1,1,0,0,969,2858,4,3,0
47,7164,528.0,70,1,1.009878256,1,34602.71396,32899.78912,2,1,1,0,0,1,0,0,633,2141,8,10,0
46,2522,674.0,0,1,2.332427053,0,101472.5224,54839.00769,0,0,0,0,0,0,0,0,873,51,4,7,0
24,7214,673.0,0,1,1.533732366,0,18929.23879,12916.42685,0,0,0,0,0,0,1,1,277,1568,7,2,0
50,37261,795.0,0,1,2.183278728,0,39136.34751,29159.2682,0,0,0,0,0,0,1,0,1217,2479,6,0,0
49,9084,544.0,112,4,2.625895073,0,22674.9951,5657.906915,4,1,3,1,1,0,0,1,151,800,5,7,1
36,7661,850.0,1,1,1.031753301,0,16726.83616,12967.27817,0,0,0,0,0,0,0,0,318,1907,7,2,0
37,4333,543.0,0,1,1.162318978,0,23664.8377,21306.60101,2,0,2,0,0,0,0,0,1802,1711,9,7,0
64,53536,733.0,0,1,1.348630753,0,61625.40095,41927.34489,0,0,0,0,0,0,0,0,212,-136,9,9,0
52,5883,682.0,3,1,1.60024349,0,61580.50086,51527.31168199999,0,0,3,0,0,0,0,0,174,1631,2,2,0
54,66400,658.0,0,1,1.506491948,0,50340.14475,33913.0306,0,0,0,1,0,1,0,0,271,3204,3,8,1
56,23745,567.0,0,1,0.878734579,0,33365.67207,25814.70381,1,0,1,1,0,0,0,0,121,2247,1,1,0
71,16943,542.0,111,2,1.261382636,1,33252.88709,13029.60458,3,2,2,1,1,0,0,0,1561,503,6,3,1
56,3442,588.0,0,1,1.466602258,0,39371.117,26648.84993,1,0,1,0,0,0,0,0,254,2787,0,7,0
66,36035,326.0,104,6,1.850572115,1,33730.07723,10829.45453,1,1,3,0,1,1,0,1,1774,818,0,10,0
41,5739,678.0,0,1,1.475646373,0,57191.79225,53340.26356,0,0,0,0,0,0,1,0,1115,-182,5,2,0
54,15545,355.0,102,5,2.721857782125,1,3171.400492,897.4078028,4,1,4,0,1,0,0,0,1775,350,9,10,1
36,6974,625.0,0,1,2.145526332,0,50630.69713,31103.74993,0,0,0,0,0,1,0,0,1751,1339,7,2,0
62,26838,810.0,0,1,1.031276815,0,137149.23242375,84658.89351,0,0,0,0,0,0,0,0,934,1898,3,10,0
54,8792,572.0,0,1,1.913878068,0,38397.28611,22558.86716,2,1,3,0,0,0,0,1,1448,2727,9,2,0
18,21328,511.0,106,9,2.721857782125,0,48901.81642,11660.85678,3,1,1,1,1,1,0,0,99,664,7,0,1
32,15833,431.2,97,5,2.721857782125,0,9055.101659,3033.403742,3,1,4,0,1,1,0,0,112,396,4,2,1
42,40150,812.0,0,1,1.376875371,0,66178.67588,55522.96597,0,0,0,0,0,0,0,0,1144,2291,5,10,0
58,17248,715.0,0,1,1.849498228,0,17713.21353,15818.09969,0,0,0,0,0,0,0,1,1513,3470,0,0,0
25,71060,556.0,0,1,0.874221755,0,31170.0924,22599.19824,2,0,1,0,0,0,0,0,613,1343,3,6,0
38,5610,850.0,0,1,1.378530181,0,16564.70171,9567.1483,3,1,3,0,1,0,0,0,320,506,3,7,0
62,3188,555.0,0,1,1.628281191,0,52669.76956,39812.56248,1,0,2,0,0,0,0,0,359,1172,0,2,0
43,9964,705.0,0,1,0.74430874,0,33405.71033,23763.8967,0,0,0,1,0,1,0,0,1570,496,6,7,0
58,35918,756.0,0,1,1.129657915,0,39251.72487,32396.36796,0,0,0,0,1,0,0,0,361,824,6,4,0
26,4535,544.0,106,3,1.394315849,1,16343.9672,6487.624311,4,2,1,1,1,1,0,0,1528,-56,6,8,0
46,52524,771.0,26,1,1.168266947,0,21811.84484,18424.67926,0,0,0,0,0,0,0,0,521,2462,9,0,0
43,8071,511.0,0,1,1.042078059,0,30145.9347,22119.36419,1,1,1,0,0,0,0,0,1063,1812,6,2,0
50,15359,511.0,90,10,2.706193564,1,47900.42989,21598.70277,4,2,2,0,1,0,1,0,1552,3126,4,8,1
27,2594,577.0,0,1,1.056348274,0,70011.76711,53118.49434,2,0,2,0,0,0,0,0,100,1351,2,2,0
68,15357,720.0,0,1,1.57019218,0,14858.55897,10171.77136,0,0,0,0,0,0,1,0,346,2363,3,3,0
71,8971,782.0,0,1,1.342352449,0,48547.22577,54939.534838,0,0,0,0,0,0,0,0,56,3043,0,7,0
51,35151,527.0,96,8,2.062526405,1,52368.98023,18794.86172,1,2,2,1,1,1,0,0,999,2260,3,4,1
66,3309,778.0,0,1,2.477970441,0,73408.60377,52814.33094,0,0,0,0,0,0,0,0,1180,1268,1,2,0
45,13618,577.0,0,1,1.188130667,0,81468.93409,65580.93392,1,1,2,0,0,1,0,0,1453,2480,6,3,0
33,3343,512.0,97,6,2.56181667,0,8422.744275,3055.948785,3,2,4,0,0,1,1,0,713,1287,9,2,1
59,37970,703.0,7,1,2.721857782125,0,44452.07711,30893.49896,0,0,0,0,0,0,0,0,266,1652,1,10,0
25,19721,344.0,106,10,1.274658554,0,6491.28695,2870.492311,4,1,4,0,1,1,0,0,1041,2967,6,0,1
61,7434,781.0,0,1,1.517758184,0,38935.2817,23651.97352,0,0,0,0,0,0,0,0,1772,3582,6,2,0
54,15020,704.0,0,1,1.60127505,0,61057.88525,39580.3649,0,0,0,1,0,0,0,0,516,2896,4,3,0
40,15133,535.0,0,1,1.767824806,0,82852.98958,78891.78285,0,1,4,1,0,1,0,1,1647,1392,4,1,0
43,4246,656.0,0,1,1.149585649,0,72685.61425,59163.00791,0,0,0,0,0,0,0,0,863,2545,3,7,0
41,16108,662.0,0,1,1.471155204,1,44883.41873,38011.76542,0,0,3,0,0,0,1,1,176,2922,2,3,0
32,45344,738.0,0,1,1.121644949,0,72482.80858,60168.67669,0,0,0,0,0,0,0,0,761,1555,7,0,0
37,6452,798.0,28,1,0.67688482,0,24375.82446,15723.88788,0,0,0,0,0,0,0,0,269,840,0,7,0
42,2600,735.0,0,1,1.347616198,0,16628.76762,13625.93036,0,0,0,0,0,0,0,0,1764,1003,3,2,0
52,34492,610.0,0,1,1.052728556,0,95366.41548,63612.54562,0,0,0,0,0,0,0,0,792,2971,1,5,0
25,12080,304.0,94,9,2.027413245,1,23189.2354,5702.648091,4,1,4,1,1,1,0,0,1044,3202,7,1,1
20,5896,674.0,7,1,0.989261969,0,48581.9598,34469.96455,0,0,0,0,0,0,1,0,1240,3187,7,1,0
30,16217,620.0,0,1,0.765802878,1,40660.2789,25236.57114,0,0,0,0,0,1,0,0,1752,464,0,3,0
21,7606,673.0,61,1,1.576360085,0,9430.397282,5308.208597,1,1,3,1,0,0,0,1,571,514,8,7,1
24,17085,546.0,0,1,1.242524963,0,50216.34401,38605.47473,1,0,1,0,0,0,0,1,185,914,3,10,0
30,17046,651.0,1,1,0.938926311,0,10882.29624,6638.527136,0,0,0,0,0,0,0,0,205,77,9,0,0
41,19815,468.0,90,1,1.378224445,1,5059.052974,1623.38722,4,1,3,1,0,1,0,0,655,2958,3,10,1
46,5818,624.0,0,1,1.925867521,0,33872.20433,21639.28926,0,0,4,0,0,0,0,1,1020,13,5,7,0
25,7157,730.0,0,1,1.272027559,0,52450.28062,40691.34478,0,0,3,0,0,0,1,1,1185,213,1,10,0
57,14868,595.0,1,1,0.713443278,0,52534.70397,41803.19832,1,1,3,0,0,0,0,1,1271,625,6,3,0
27,5940,461.0,108,9,2.721857782125,0,40455.9998,9851.647386,3,1,3,0,1,0,0,0,1440,411,0,7,0
34,9804,490.0,11,2,0.950079406,0,40553.49558,27097.90352,3,2,4,1,1,1,1,0,1077,-210,0,2,0
24,55247,596.0,0,1,1.487615868,0,57144.89669,45462.72574,1,1,1,0,0,0,0,0,743,2169,2,9,0
60,8351,745.0,22,1,1.482728765,0,37520.21622,25594.42382,0,0,0,0,0,0,0,1,215,699,9,2,0
40,3133,300.0,99,4,1.986118537,1,29692.30075,6164.266452,4,2,3,1,1,1,0,0,458,2901,7,2,1
73,15523,574.0,0,1,1.436162894,0,88446.55349,72453.12843,2,0,1,0,0,0,0,1,617,1694,6,8,1
64,8846,850.0,106,4,2.288138403,1,43257.96033,10765.65823,4,2,0,0,1,1,0,0,524,-107,6,7,1
54,21842,529.0,0,1,1.190946283,1,90365.27651,67921.32959,1,1,3,0,0,1,0,1,996,1961,2,0,0
51,2197,663.0,0,1,1.112339874,0,70510.47845,52768.92677,0,0,0,0,0,0,0,0,1747,237,5,2,0
67,5346,687.0,0,1,2.076578217,0,33104.56588,27962.22581,0,0,0,1,0,0,0,0,1862,3140,9,2,0
33,3014,604.0,103,4,2.126665724,1,3948.410711,805.1816835,3,2,4,0,0,1,0,0,215,10,7,2,1
32,3437,543.0,0,1,1.399055366,0,21239.27765,18861.34918,1,1,2,0,0,0,0,1,930,644,5,7,0
24,7948,487.0,0,1,1.132190791,0,41713.19311,32857.86382,3,1,3,0,0,1,0,1,1739,2559,3,2,0
62,91657,739.0,0,1,1.283608979,0,29212.49794,22713.39821,0,0,3,0,0,0,0,1,1844,1925,9,3,1
67,54229,345.0,91,2,1.931597343,0,32746.52861,8989.180123,3,2,4,0,0,1,0,0,1636,1237,7,0,1
65,4220,678.0,111,2,2.721857782125,1,8982.887554,2983.422379,4,1,0,1,1,1,0,0,1710,-121,8,7,0
54,5152,685.0,0,1,1.472416583,0,57178.17536,43086.75552,0,0,0,0,0,0,0,0,1341,2450,7,7,1
32,19371,595.0,0,1,1.449401017,0,65144.32028,46717.2059,2,0,1,0,0,0,0,0,1585,808,7,8,0
65,2007,746.0,0,1,1.571326821,1,61365.46884,44375.09247,0,0,0,0,0,1,0,0,332,590,8,3,0
36,5973,456.0,100,2,2.721857782125,0,2378.303742,1222.642236,4,2,4,1,1,0,0,0,793,1204,2,2,1
56,21343,402.0,99,2,2.17400259,0,43897.1156,17480.2629,3,2,3,1,0,1,0,0,1709,3007,0,2,1
74,12278,850.0,0,1,0.934336036,0,65174.62621,61718.80268,2,0,2,0,0,0,0,0,578,2705,9,0,0
31,2031,652.0,0,1,0.730462995,0,89722.28918,84688.32542,0,0,0,0,0,0,0,0,369,1672,7,2,0
60,14055,776.0,0,1,1.792484917,0,93159.13661,68011.21379,0,0,4,0,0,0,0,1,166,1629,3,8,0
30,18345,542.0,113,4,1.885056053,0,12429.26487,5324.60117,4,1,1,1,1,1,0,0,388,1869,6,6,0
42,10641,510.0,0,1,1.32056676,1,87397.73037,59119.75588,1,0,2,0,0,0,0,0,1184,2339,0,1,1
37,13698,486.0,107,1,1.79731911,0,5631.51192,1649.662365,4,2,3,1,0,1,1,0,1084,633,6,3,1
19,7141,367.0,108,2,2.693447485,0,10714.98516,3503.110747,3,1,3,1,1,1,0,0,198,-6,9,1,1
22,3378,625.0,109,4,2.721857782125,1,44615.20265,17406.66974,4,2,0,1,0,0,0,0,1323,1764,2,7,1
46,36096,497.0,0,1,1.220217013,0,74372.87248,67076.5374,3,2,4,0,0,0,0,1,215,2624,2,10,0
74,25039,413.0,102,2,2.033273503,1,22229.08283,6715.12432,2,2,3,1,1,1,0,0,1235,-51,9,10,1
71,53885,763.0,0,1,0.892548388,1,58649.1177,48192.98039,0,0,0,0,0,0,0,0,169,1596,5,0,0
73,25038,848.0,0,1,1.075020154,0,50547.40343,31185.3001,0,0,0,0,0,0,0,0,489,1569,8,0,1
64,16574,583.0,0,1,1.299712076,0,78957.47327,63827.99185,1,1,2,0,0,0,0,0,1240,2470,6,3,0
57,50459,690.0,12,1,1.694537598,0,27580.29997,43955.277339,0,0,0,0,0,0,1,0,859,3248,9,10,0
74,3782,594.0,0,1,1.208793082,0,74957.94792,63697.40829,1,0,1,0,0,0,0,0,562,474,5,7,0
48,8673,665.0,0,1,1.042223622,0,75853.13125,49768.40094,0,0,0,0,0,0,0,0,1714,1090,6,8,0
39,7404,598.5,0,1,1.179748708,0,35774.06574,23145.88036,1,1,2,0,0,0,1,1,1133,1579,2,8,0
72,35443,826.0,0,1,1.731326449,0,45160.52215,32651.29613,0,0,0,0,0,1,0,0,716,448,3,0,0
30,16482,651.0,0,2,1.453532748,0,56681.55259,46423.04148,0,0,0,0,0,0,0,0,1765,1179,5,8,0
38,16701,567.0,12,1,1.178798574,0,87386.93362,67406.603,1,1,4,0,0,1,0,1,750,1365,2,3,0
37,59211,390.0,113,8,1.626799829,1,13659.08245,5014.572538,0,2,3,1,0,1,0,1,1714,243,5,0,0
43,3274,681.0,0,1,2.173011522,1,48910.72257,32640.60964,0,0,0,1,0,0,0,0,514,2589,4,6,0
74,3014,552.0,17,1,1.125380779,0,76134.33739,65423.72438,1,0,2,0,0,0,0,1,220,3304,9,7,0
56,35305,618.0,0,1,1.881790101,0,13950.96175,42200.646976,0,0,0,0,0,0,1,0,1157,2826,0,10,0
51,21873,728.0,0,1,1.044760925,0,98861.96431,64748.74134,0,0,0,0,0,1,0,0,140,573,7,1,0
51,14592,359.0,119,3,1.396782804,0,16044.40984,4889.955892,0,1,4,1,0,1,0,0,590,2039,6,3,1
39,30343,589.7,0,1,1.08743219,0,75079.8995,60162.77037,1,1,1,0,0,0,0,0,61,2061,5,0,0
25,7890,734.0,0,1,0.95624585,0,10876.55407,9452.734519,0,0,0,0,0,0,0,0,1109,2353,3,2,0
46,8541,664.0,0,1,0.808162844,0,53765.04561,40589.9606,0,0,0,0,0,0,0,0,876,2749,9,7,0
26,5994,492.0,93,6,1.994564926,1,22589.40108,9204.804816,4,2,3,1,1,1,0,0,1457,3467,8,7,1
74,12147,679.0,0,1,1.139436712,0,13350.64492,8898.008459,0,0,0,0,0,0,0,0,1381,892,4,1,0
36,2206,361.0,98,7,2.721857782125,1,20206.76464,10944.88252,4,1,3,0,1,1,0,0,323,3375,3,7,1
46,9128,457.0,118,7,1.661881215,1,33952.50229,13942.34153,4,2,3,0,1,0,0,0,1680,3561,3,7,1
71,16847,643.0,0,1,0.777689805,1,70358.29977,59086.45082,0,0,0,0,0,0,0,1,517,232,7,3,0
20,11825,680.0,0,1,1.6963028,0,70470.60124,42051.232389,0,0,0,0,0,1,0,0,1696,271,1,1,0
38,6772,483.6,108,5,2.721857782125,0,24558.49269,11134.87176,3,1,4,1,1,0,0,0,1756,241,8,2,0
22,54234,578.0,0,1,0.866062448,1,89421.4437,81686.41852,0,0,2,1,0,0,0,0,617,2168,2,10,0
30,7568,300.0,4,1,0.882790402,0,43669.29502,26449.08969,1,0,2,0,0,0,0,0,921,2352,4,7,0
18,5558,689.0,80,2,1.335317641,0,15278.98498,9915.761168,1,1,0,0,1,0,0,0,583,3393,2,2,0
34,5890,734.0,0,1,1.671704738,0,86787.13223,75537.44252,0,0,0,0,0,0,0,0,458,2328,7,7,1
39,3596,675.0,0,1,1.566804153,0,44343.82458,33239.92903,0,0,0,0,0,0,0,0,164,1298,4,7,0
26,6723,382.0,95,5,1.668348113,1,41817.15053,17642.26868,3,2,4,0,1,1,1,0,351,3023,0,7,0
43,48641,540.0,118,1,1.711267334,1,7835.986932,1937.855859,3,2,3,1,1,0,0,1,605,2805,7,10,1
56,5038,688.0,0,1,1.89462973,0,16541.36864,15531.52626,0,0,0,0,0,0,1,0,913,2585,6,1,0
73,7817,618.0,0,1,0.941669862,0,17973.9751,14555.35516,0,0,0,0,0,0,0,0,1761,2787,0,7,0
21,20251,569.0,0,1,1.039768702,1,78586.16471,55598.90326,2,0,2,0,0,0,0,0,1716,1286,5,1,0
43,67798,711.0,0,1,1.64075071,0,15544.44642,10922.28635,0,0,0,0,0,0,0,0,1202,-100,4,4,0
51,9612,705.0,0,1,0.952978836,0,14685.89762,10739.9719,0,0,0,0,0,1,0,0,1579,657,9,1,0
40,2149,348.0,90,5,1.291954028,1,8090.501058,3118.935315,3,1,4,0,0,0,0,1,815,2924,3,2,1
33,38123,554.0,0,1,2.721857782125,0,26467.48828,20639.57824,2,1,1,0,0,0,0,0,1639,1211,5,0,0
45,6198,391.0,12,1,1.298498178,0,21096.15846,12574.26603,3,1,3,1,1,0,0,0,1010,2453,5,2,0
62,46335,661.0,0,1,0.698772307,0,14769.68653,10618.68051,0,0,3,0,0,0,0,0,921,181,1,10,0
72,9419,644.0,16,1,1.510364524,0,54977.19432,41782.50863,0,0,0,0,0,0,0,0,274,1743,1,2,0
26,4302,440.0,99,6,0.96870765,0,38698.27772,29537.044429499998,4,1,4,0,0,0,0,0,1281,3271,5,2,0
49,42659,783.0,0,1,2.257319558,0,27899.75727,22919.63665,0,0,0,1,0,0,0,0,840,203,8,4,0
68,52515,570.0,41,2,1.195981774,0,43760.29914,33886.10503,2,0,1,0,0,1,0,0,452,2546,6,10,0
33,6738,403.0,111,6,1.62698876,1,12967.22844,3801.638048,4,1,4,1,0,1,0,0,733,1086,7,2,1
70,53776,376.0,92,10,2.460729855,1,19030.18986,8922.683484,4,1,3,0,1,1,0,0,490,1460,8,0,1
19,7581,764.0,0,1,1.417825689,0,87941.20353,63568.93941,0,0,0,1,0,0,0,0,454,1459,4,7,0
43,14341,703.0,93,7,2.721857782125,1,31492.85564,11416.61934,4,1,0,0,1,0,0,0,950,374,7,3,1
22,2306,467.0,0,1,2.016659517,0,74568.6344,35961.352117999995,4,1,4,0,0,0,1,0,73,2620,6,7,0
35,35917,414.0,108,9,1.487194602,1,33548.93578,13797.3191978,3,2,4,1,1,1,0,0,1807,2073,6,0,0
38,2083,348.0,118,2,1.829682156,1,36145.16955,10881.68665,4,1,4,1,0,1,0,1,301,2579,6,7,0
29,6958,692.0,0,1,1.189115856,1,67051.18608,54864.70301,0,0,0,1,0,1,0,0,1055,61,3,7,1
45,19915,809.0,0,1,1.165750277,0,10736.0059,7636.086392,0,0,0,0,0,0,0,0,1301,1594,5,8,0
50,4217,581.0,32,1,0.855575095,0,59496.60967,43136.19175,2,1,2,0,0,0,0,0,1856,1306,3,2,0
73,7318,502.0,0,1,1.353364468,0,43815.35643,29107.8357,2,1,2,0,0,0,0,0,991,735,0,7,0
